method,g_steps,tau_steps,use_corrector,corrector,c_stepsize,c_steps,nfe,h_dist,error_rate,tag
gillespies,4,0,True,barker,1.0,2,179.2,0.0271388910035022,0.02390625,gillespies-2-barker-1.0
gillespies,4,0,True,barker,1.0,2,179.2,0.0320064299472472,0.0225,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0300010981398933,0.016796875,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0319729459765263,0.0166015625,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,2,238.9333333333333,0.0339888449353699,0.0182421875,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0253033568760827,0.0060546875,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0230349059077568,0.00625,gillespies-2-barker-1.0
gillespies,1,0,True,barker,1.0,2,716.8,0.0256037737023206,0.006328125,gillespies-2-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0326299404770357,0.0183203125,gillespies-1-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0247372534324641,0.018359375,gillespies-1-barker-1.0
gillespies,3,0,True,barker,1.0,1,162.13333333333333,0.0273695147996497,0.021171875,gillespies-1-barker-1.0
gillespies,3,0,True,mpf,0.1,1,162.13333333333333,0.0315511215733294,0.006796875,gillespies-1-mpf-0.1
gillespies,2,0,True,mpf,0.1,1,243.2,0.0190500145943452,0.0058984375,gillespies-1-mpf-0.1
gillespies,2,0,True,mpf,0.1,2,358.4,0.0348534433207136,0.0041015625,gillespies-2-mpf-0.1
gillespies,2,0,True,mpf,0.1,2,358.4,0.0268815508290445,0.0044921875,gillespies-2-mpf-0.1
gillespies,2,0,True,mpf,0.1,2,358.4,0.0233693039711419,0.00359375,gillespies-2-mpf-0.1
gillespies,3,0,True,mpf,0.1,2,238.9333333333333,0.0427133081910236,0.00484375,gillespies-2-mpf-0.1
gillespies,3,0,True,mpf,0.1,2,238.9333333333333,0.0371133219601994,0.00453125,gillespies-2-mpf-0.1
gillespies,3,0,True,mpf,0.1,2,238.9333333333333,0.0313972693766605,0.0051171875,gillespies-2-mpf-0.1
